,pId,category
3215,8894,47G
3216,8895,48G
3217,8896,2S
3218,8900,19G
3219,8901,55S
3220,8907,52P
3221,8909,5P
3222,8911,2S
3223,8912,2B
3224,8913,11G
3225,8914,32G
3226,8916,52P
3227,8922,2S
3228,8930,15P
3229,8932,41B
3230,8933,17S
3231,8941,51B
3232,8943,0S
3233,8944,52P
3234,8949,32B
3235,8958,51B
3236,8965,3B
3237,8972,2G
3238,8974,41B
3239,8976,2S
3240,8977,55S
3241,8979,54S
3242,8980,15G
3243,8981,2G
3244,8982,2G
3245,8983,20G
3246,8984,19P
3247,8989,62S
3248,8997,2G
3249,9001,35G
3250,9006,4P
3251,9007,20G
3252,9009,30S
3253,9010,4G
3254,9011,2S
3255,9012,18S
3256,9015,11G
3257,9017,2S
3258,9019,1G
3259,9020,22S
3260,9024,46G
3261,9025,28G
3262,9028,51G
3263,9029,19G
3264,9037,2S
3265,9038,51B
3266,9046,51B
3267,9047,2B
3268,9048,33S
3269,9053,67G
3270,9056,51B
3271,9057,61S
3272,9061,15G
3273,9063,55B
3274,9066,4P
3275,9070,41B
3276,9076,54B
3277,9077,21G
3278,9078,62G
3279,9079,67S
3280,9080,55S
3281,9081,32S
3282,9082,33G
3283,9084,19G
3284,9085,41B
3285,9086,51B
3286,9093,51B
3287,9094,31B
3288,9095,19S
3289,9097,53G
3290,9098,0G
3291,9115,48S
3292,9118,19G
3293,9123,14G
3294,9134,14G
3295,9135,2G
3296,9137,32S
3297,9138,51S
3298,9139,4G
3299,9140,58G
3300,9141,6G
3301,9143,4S
3302,9151,31B
3303,9157,19P
3304,9159,41B
3305,9160,51B
3306,9161,41B
3307,9162,69S
3308,9167,51P
3309,9168,1G
3310,9170,18S
3311,9172,41B
3312,9176,50G
3313,9177,68G
3314,9178,66G
3315,9182,31B
3316,9183,19G
3317,9184,19S
3318,9186,2G
3319,9188,27S
3320,9189,12G
3321,9196,46S
3322,9198,54S
3323,9202,66P
3324,9203,15G
3325,9204,42G
3326,9205,1S
3327,9207,47G
3328,9213,22G
3329,9214,51B
3330,9215,3S
3331,9226,51B
3332,9227,2B
3333,9228,32B
3334,9229,51B
3335,9230,48S
3336,9231,2S
3337,9232,51S
3338,9233,47G
3339,9237,15S
3340,9239,31S
3341,9240,12P
3342,9241,51S
3343,9242,51S
3344,9243,3B
3345,9251,19G
3346,9252,19G
3347,9253,3S
3348,9254,4G
3349,9255,14S
3350,9263,15S
3351,9265,16S
3352,9269,19G
3353,9272,39S
3354,9273,31S
3355,9278,19G
3356,9279,60G
3357,9286,2B
3358,9287,51B
3359,9288,41B
3360,9289,51B
3361,9290,11S
3362,9291,2S
3363,9294,38S
3364,9295,41B
3365,9296,51B
3366,9297,4B
3367,9298,4B
3368,9299,55B
3369,9300,4S
3370,9301,2B
3371,9302,2S
3372,9303,58G
3373,9304,24G
3374,9306,2B
3375,9307,4S
3376,9309,51S
3377,9310,41B
3378,9311,1S
3379,9312,18S
3380,9313,55B
3381,9316,2B
3382,9317,55B
3383,9318,21P
3384,9319,54S
3385,9320,38G
3386,9322,61S
3387,9323,58P
3388,9324,51S
3389,9325,4B
3390,9326,39S
3391,9327,19P
3392,9328,36G
3393,9329,33S
3394,9332,26G
3395,9333,41S
3396,9334,4P
3397,9335,11S
3398,9337,36G
3399,9339,2B
3400,9342,3S
3401,9343,39G
3402,9344,14G
3403,9347,58G
3404,9349,4B
3405,9351,3S
3406,9356,48G
3407,9357,61S
3408,9358,2B
3409,9359,39G
3410,9363,39G
3411,9364,7S
3412,9365,24S
3413,9366,41B
3414,9367,57S
3415,9368,43P
3416,9369,2G
3417,9370,58G
3418,9371,23P
3419,9372,37S
3420,9375,45S
3421,9376,1P
3422,9377,2B
3423,9379,11G
3424,9387,2B
3425,9388,51B
3426,9389,2G
3427,9398,3B
3428,9399,55S
3429,9400,11S
3430,9411,2G
3431,9414,15S
3432,9417,65S
3433,9421,22S
3434,9426,21P
3435,9433,2B
3436,9436,2S
3437,9437,4B
3438,9440,15S
3439,9441,36G
3440,9442,3S
3441,9446,58P
3442,9449,4B
3443,9455,2B
3444,9457,19G
3445,9460,20G
3446,9461,48S
3447,9463,21P
3448,9464,30G
3449,9465,19S
3450,9466,9G
3451,9468,2S
3452,9469,4B
3453,9470,14G
3454,9471,39S
3455,9472,52G
3456,9474,55P
3457,9479,33S
3458,9486,43P
3459,9488,4B
3460,9489,37G
3461,9490,39S
3462,9491,40S
3463,9492,51B
3464,9493,4B
3465,9494,51B
3466,9498,2B
3467,9501,41B
3468,9502,14G
3469,9505,1G
3470,9506,39B
3471,9507,19S
3472,9512,51S
3473,9517,2B
3474,9518,55S
3475,9519,32S
3476,9520,19P
3477,9523,18S
3478,9527,4G
3479,9528,44P
3480,9530,15S
3481,9533,33G
3482,9536,3S
3483,9540,66S
3484,9543,56G
3485,9545,9P
3486,9546,4B
3487,9547,54S
3488,9549,63S
3489,9550,4B
3490,9552,43P
3491,9553,4G
3492,9555,2S
3493,9556,23P
3494,9557,51B
3495,9558,11B
3496,9568,46G
3497,9569,43P
3498,9570,45P
3499,9571,21P
3500,9572,19P
3501,9573,11S
3502,9574,15S
3503,9575,40S
3504,9576,33G
3505,9580,48G
3506,9584,51B
3507,9587,19P
3508,9591,58G
3509,9594,39P
3510,9597,16G
3511,9599,19G
3512,9600,2S
3513,9609,2S
3514,9610,55B
3515,9611,11B
3516,9612,61S
3517,9613,65S
3518,9614,4P
3519,9616,52G
3520,9620,15S
3521,9622,2B
3522,9623,21P
3523,9625,19S
3524,9626,2S
3525,9627,51S
3526,9631,52S
3527,9635,2B
3528,9636,51B
3529,9644,6G
3530,9645,48P
3531,9646,66G
3532,9648,55S
3533,9649,4S
3534,9652,60P
3535,9655,48S
3536,9656,12S
3537,9657,12S
3538,9658,12S
3539,9659,12S
3540,9660,12G
3541,9661,12G
3542,9663,47G
3543,9664,31B
3544,9665,11S
3545,9686,33G
3546,9693,39S
3547,9694,58G
3548,9699,2B
3549,9702,12G
3550,9706,11G
3551,9710,15G
3552,9711,48S
3553,9713,4B
3554,9715,55S
3555,9718,30G
3556,9723,2B
3557,9724,4B
3558,9727,2S
3559,9728,12S
3560,9733,61S
3561,9734,65S
3562,9736,4G
3563,9742,4S
3564,9753,22S
3565,9763,11S
3566,9764,19S
3567,9765,65S
3568,9798,21G
3569,9813,31G
3570,9815,2S
3571,9819,41S
3572,9825,31S
3573,9826,1G
3574,9830,15S
3575,9834,57S
3576,9835,51S
3577,9842,22S
3578,9843,18S
3579,9844,19S
3580,9845,19S
3581,9847,11S
3582,9848,2B
3583,9849,4B
3584,9850,51B
3585,9866,58P
3586,9869,5G
3587,9870,14G
3588,9871,23P
3589,9872,61S
3590,9873,46S
3591,9874,66G
3592,9878,5G
3593,9879,28G
3594,9880,15G
3595,9881,11B
3596,9882,47S
3597,9883,32B
3598,9884,65B
3599,9886,67S
3600,9896,2B
3601,9898,43G
3602,9907,41B
3603,9908,11S
3604,9909,67S
3605,9910,11S
3606,9911,58G
3607,9912,52S
3608,9913,2B
3609,9914,2S
3610,9915,41S
3611,9916,41B
3612,9917,9S
3613,9918,24P
3614,9919,2S
3615,9920,53S
3616,9921,19G
3617,9933,51B
3618,9934,37S
3619,9935,18G
3620,9936,43P
3621,9937,52P
3622,9940,36G
3623,9941,53S
3624,9942,48G
3625,9944,2G
3626,9945,4B
3627,9946,3B
3628,9947,32B
3629,9948,2B
3630,9949,51B
3631,9950,41B
3632,9951,61S
3633,9952,54S
3634,9953,20S
3635,9954,51B
3636,9956,51S
3637,9958,53G
3638,9971,51B
3639,9972,2P
3640,9973,4S
3641,9983,2G
3642,9988,58G
3643,9989,43P
3644,9991,3G
3645,9992,26G
3646,9993,14S
3647,9994,11G
3648,9996,3S
3649,9997,67G
3650,9998,20G
3651,10000,0P
3652,10006,63G
3653,10021,14G
3654,10022,16G
3655,10023,19G
3656,10024,2S
3657,10025,63S
3658,10026,24G
3659,10033,20P
3660,10035,11S
3661,10036,16G
3662,10037,24G
3663,10038,58P
3664,10039,4B
3665,10040,2B
3666,10041,4B
3667,10042,43G
3668,10045,11G
3669,10046,19G
3670,10047,20P
3671,10072,2G
3672,10073,56P
3673,10074,52P
3674,10082,49G
3675,10087,55P
3676,10090,21P
3677,10093,2B
3678,10096,3G
3679,10101,2B
3680,10102,3B
3681,10103,41B
3682,10104,57B
3683,10105,61B
3684,10106,18S
3685,10107,15P
3686,10109,19G
3687,10110,58P
3688,10122,49P
3689,10139,15S
3690,10156,4B
3691,10157,2S
3692,10158,4S
3693,10159,10G
3694,10160,19G
3695,10162,55B
3696,10163,2B
3697,10164,48S
3698,10165,15P
3699,10166,65S
3700,10173,3B
3701,10174,51B
3702,10175,51B
3703,10176,51B
3704,10177,2B
3705,10178,4B
3706,10179,41B
3707,10180,4B
3708,10181,4B
3709,10182,32B
3710,10183,57S
3711,10193,51B
3712,10196,24S
3713,10197,29G
3714,10202,51B
3715,10203,51B
3716,10204,24S
3717,10205,51B
3718,10211,11S
3719,10214,2B
3720,10215,67P
3721,10216,35G
3722,10217,44G
3723,10219,56B
3724,10220,4P
3725,10225,16S
3726,10228,2B
3727,10229,34G
3728,10230,56B
3729,10242,10G
3730,10244,65P
3731,10246,31S
3732,10249,10G
3733,10250,41B
3734,10251,19P
3735,10252,56S
3736,10253,41G
3737,10255,12P
3738,10258,4G
3739,10259,9G
3740,10261,52S
3741,10262,41B
3742,10263,15S
3743,10265,9P
3744,10266,3P
3745,10269,2S
3746,10270,52B
3747,10272,19P
3748,10273,60P
3749,10274,19S
3750,10275,55B
3751,10280,30B
3752,10282,58G
3753,10286,4B
3754,10290,11G
3755,10291,65S
3756,10292,14P
3757,10296,55S
3758,10303,4S
3759,10325,4G
3760,10330,1G
3761,10331,32S
3762,10332,15S
3763,10333,4P
3764,10335,14P
3765,10342,2S
3766,10347,51B
3767,10353,4S
3768,10356,19G
3769,10357,31S
3770,10360,14G
3771,10362,2B
3772,10372,11B
3773,10373,46G
3774,10378,12S
3775,10379,5P
3776,10380,2G
3777,10381,4G
3778,10384,51S
3779,10386,53G
3780,10395,2B
3781,10396,19G
3782,10397,19S
3783,10401,9G
3784,10402,15S
3785,10403,49G
3786,10406,2B
3787,10407,39S
3788,10408,51B
3789,10409,41B
3790,10410,51B
3791,10411,19G
3792,10412,0G
3793,10414,14P
3794,10415,20P
3795,10416,52G
3796,10417,52G
3797,10418,67G
3798,10419,41B
3799,10420,41B
3800,10421,47G
3801,10422,48G
3802,10423,14G
3803,10424,2S
3804,10425,4S
3805,10426,41B
3806,10427,15G
3807,10428,48P
3808,10429,9G
3809,10431,2S
3810,10432,11S
3811,10434,41S
3812,10436,37G
3813,10440,4G
3814,10441,37G
3815,10442,15S
3816,10448,31B
3817,10453,51S
3818,10459,18S
3819,10460,32G
3820,10462,19P
3821,10464,4G
3822,10465,51S
3823,10468,19P
3824,10469,2S
3825,10471,11B
3826,10472,1S
3827,10473,58G
3828,10474,4B
3829,10476,19G
3830,10477,31G
3831,10478,10G
3832,10480,55B
3833,10481,4S
3834,10482,22S
3835,10484,36S
3836,10485,52G
3837,10486,58G
3838,10487,47S
3839,10489,18S
3840,10490,10G
3841,10491,3B
3842,10493,4G
3843,10494,33S
3844,10495,27S
3845,10496,14S
3846,10497,2B
3847,10498,58G
3848,10501,51B
3849,10504,4G
3850,10505,9G
3851,10509,11S
3852,10510,33P
3853,10515,54S
3854,10517,12G
3855,10520,19G
3856,10521,14P
3857,10523,12P
3858,10525,49P
3859,10527,40S
3860,10529,7G
3861,10530,58G
3862,10539,4B
3863,10540,55B
3864,10541,55G
3865,10543,19G
3866,10545,51B
3867,10546,17S
3868,10551,51B
3869,10552,24S
3870,10553,2S
3871,10557,3S
3872,10561,19P
3873,10563,12P
3874,10564,19G
3875,10568,17G
3876,10569,4B
3877,10570,2B
3878,10571,19S
3879,10573,19G
3880,10589,56G
3881,10590,30G
3882,10594,67S
3883,10597,4S
3884,10598,55B
3885,10599,41B
3886,10600,2B
3887,10605,10P
3888,10610,15S
3889,10611,57G
3890,10612,33G
3891,10613,49G
3892,10623,37P
3893,10630,51G
3894,10633,24G
3895,10643,11B
3896,10644,33S
3897,10645,2S
3898,10646,4G
3899,10647,20P
3900,10649,43P
3901,10651,12P
3902,10652,1G
3903,10653,19G
3904,10654,18S
3905,10655,55S
3906,10656,2S
3907,10657,18S
3908,10658,62G
3909,10659,68G
3910,10661,14G
3911,10672,5G
3912,10673,58G
3913,10674,19G
3914,10675,2B
3915,10676,10S
3916,10677,25G
3917,10678,11S
3918,10679,33G
3919,10680,48G
3920,10689,17S
3921,10695,55B
3922,10696,4S
3923,10698,41B
3924,10701,2B
3925,10702,11S
3926,10703,2S
3927,10704,56P
3928,10707,4B
3929,10708,2B
3930,10709,2S
3931,10710,19G
3932,10711,1G
3933,10712,40P
3934,10713,16G
3935,10714,19G
3936,10715,58G
3937,10719,19G
3938,10722,60G
3939,10723,14G
3940,10725,11G
3941,10728,67S
3942,10729,48P
3943,10731,48G
3944,10733,18S
3945,10736,56G
3946,10738,2S
3947,10739,2G
3948,10740,43P
3949,10742,20P
3950,10748,19S
3951,10749,14G
3952,10750,18G
3953,10751,52S
3954,10752,11S
3955,10761,38G
3956,10762,12P
3957,10763,1G
3958,10764,11S
3959,10765,52S
3960,10766,2S
3961,10767,61G
3962,10768,2B
3963,10769,3B
3964,10770,51S
3965,10771,57S
3966,10772,19G
3967,10773,18S
3968,10774,33S
3969,10775,0G
3970,10776,58G
3971,10784,55B
3972,10792,62P
3973,10797,2B
3974,10798,51B
3975,10799,13S
3976,10800,54G
3977,10801,2B
3978,10803,19P
3979,10804,2B
3980,10805,19P
3981,10807,2B
3982,10808,51B
3983,10809,51B
3984,10810,2B
3985,10811,2B
3986,10812,2B
3987,10813,2B
3988,10814,15S
3989,10815,20S
3990,10816,40S
3991,10817,2B
3992,10818,55B
3993,10819,47S
3994,10820,51B
3995,10821,3B
3996,10822,32B
3997,10823,7B
3998,10824,2B
3999,10825,15S
4000,10826,19S
4001,10828,13S
4002,10829,2B
4003,10830,23G
4004,10833,4B
4005,10834,41B
4006,10835,19G
4007,10836,2G
4008,10837,4S
4009,10838,37G
4010,10840,20G
4011,10844,19S
4012,10845,57S
4013,10851,4G
4014,10852,47G
4015,10853,58G
4016,10855,54B
4017,10856,29G
4018,10857,2S
4019,10858,19G
4020,10859,50S
4021,10864,2B
4022,10865,2B
4023,10866,17S
4024,10867,15S
4025,10868,21G
4026,10870,55B
4027,10871,55B
4028,10872,55B
4029,10874,2B
4030,10875,2P
4031,10878,47G
4032,10879,44G
4033,10881,55G
4034,10882,41S
4035,10885,30G
4036,10886,41B
4037,10888,0G
4038,10892,15S
4039,10894,48P
4040,10895,39S
4041,10897,37S
4042,10899,33S
4043,10901,3P
4044,10902,41B
4045,10903,12P
4046,10906,12S
4047,10914,51S
4048,10915,39G
4049,10917,1S
4050,10923,56G
4051,10942,19G
4052,10950,41B
4053,10951,41B
4054,10952,41B
4055,10953,7B
4056,10958,20G
4057,10960,10S
4058,10962,66S
4059,10963,66G
4060,10964,66G
4061,10965,56G
4062,10970,66G
4063,10971,47S
4064,10972,52S
4065,10973,52S
4066,10974,47S
4067,10975,15G
4068,10978,48G
4069,10979,58P
4070,10981,15S
4071,10982,19P
4072,10984,41B
4073,10985,4G
4074,10986,4G
4075,10987,51B
4076,10988,51B
4077,10989,15S
4078,10990,2B
4079,10991,2B
4080,10992,2B
4081,10993,53G
4082,10994,53S
4083,10995,2B
4084,10996,2B
4085,10997,2S
4086,10999,21P
4087,11000,5G
4088,11003,5P
4089,11004,15S
4090,11005,55B
4091,11006,4B
4092,11007,51B
4093,11008,51S
4094,11009,39S
4095,11010,9G
4096,11015,51B
4097,11017,33S
4098,11019,19G
4099,11020,11G
4100,11021,41B
4101,11022,41B
4102,11023,41B
4103,11024,4B
4104,11025,48G
4105,11026,65G
4106,11034,30B
4107,11035,22S
4108,11038,54B
4109,11039,2S
4110,11040,18G
4111,11046,3P
4112,11047,33S
4113,11048,19S
4114,11049,19G
4115,11050,52B
4116,11051,48S
4117,11052,19S
4118,11053,19S
4119,11054,19G
4120,11055,19S
4121,11056,19G
4122,11057,19S
4123,11058,19G
4124,11059,16B
4125,11060,1S
4126,11062,12G
4127,11066,19G
4128,11067,54S
4129,11068,31S
4130,11070,55B
4131,11076,51G
4132,11080,51S
4133,11082,32S
4134,11084,1G
4135,11085,28G
4136,11086,2S
4137,11087,48S
4138,11088,10G
4139,11089,19G
4140,11091,51B
4141,11092,44P
4142,11093,51B
4143,11094,51B
4144,11095,64S
4145,11096,28P
4146,11098,51B
4147,11104,55B
4148,11109,4B
4149,11112,36G
4150,11116,11S
4151,11117,51B
4152,11123,24S
4153,11125,4S
4154,11131,41B
4155,11133,24G
4156,11134,4B
4157,11140,51S
4158,11143,21P
4159,11145,51B
4160,11147,14G
4161,11149,51B
4162,11158,51B
4163,11161,41B
4164,11167,2S
4165,11168,57S
4166,11170,55S
4167,11179,32B
4168,11181,4G
4169,11187,15S
4170,11189,51B
4171,11203,37S
4172,11208,4S
4173,11235,61S
4174,11238,23G
4175,11240,0G
4176,11243,22S
4177,11244,61G
4178,11256,15S
4179,11263,11G
4180,11264,2B
4181,11265,14S
4182,11266,14P
4183,11269,51B
4184,11270,12S
4185,11273,17G
4186,11277,47S
4187,11278,11G
4188,11279,5S
4189,11280,14P
4190,11282,2B
4191,11284,2B
4192,11285,2B
4193,11286,5S
4194,11287,41B
4195,11288,32B
4196,11289,13S
4197,11290,22B
4198,11292,15S
4199,11293,51B
4200,11294,32B
4201,11295,2B
4202,11296,41B
4203,11297,2B
4204,11298,2S
4205,11299,54S
4206,11309,19P
4207,11310,24G
4208,11311,65S
4209,11312,4B
4210,11313,40S
4211,11315,2S
4212,11317,4S
4213,11318,2G
4214,11319,51B
4215,11320,4B
4216,11321,51B
4217,11322,31S
4218,11327,55B
4219,11328,51B
4220,11332,2S
4221,11333,19G
4222,11338,5G
4223,11339,51S
4224,11340,41B
4225,11341,51S
4226,11342,2S
4227,11343,2B
4228,11344,57S
4229,11345,40S
4230,11346,61S
4231,11365,51B
4232,11366,23S
4233,11367,51B
4234,11368,52B
4235,11370,24S
4236,11371,4S
4237,11383,51B
4238,11387,55S
4239,11388,19P
4240,11390,52G
4241,11394,43G
4242,11399,15S
4243,11400,9P
4244,11401,23G
4245,11402,48P
4246,11403,10S
4247,11404,14G
4248,11414,65G
4249,11423,22S
4250,11437,37G
4251,11438,37P
4252,11439,22P
4253,11440,23G
4254,11441,16S
4255,11442,23G
4256,11443,23G
4257,11444,23G
4258,11446,12P
4259,11447,12G
4260,11448,24S
4261,11451,1G
4262,11462,3S
4263,11466,55B
4264,11467,56G
4265,11468,51G
4266,11469,39P
4267,11470,30S
4268,11473,56G
4269,11477,11S
4270,11478,61S
4271,11481,55G
4272,11497,15S
4273,11501,33S
4274,11502,22S
4275,11504,2B
4276,11505,21G
4277,11507,61S
4278,11508,15S
4279,11509,33G
4280,11515,2P
4281,11517,4B
4282,11518,51S
4283,11520,2B
4284,11521,66G
4285,11522,41B
4286,11523,52G
4287,11524,23G
4288,11525,39G
4289,11526,37S
4290,11528,19G
4291,11529,20P
4292,11531,2B
4293,11536,3S
4294,11540,54S
4295,11541,33P
4296,11544,55B
4297,11549,2B
4298,11557,54B
4299,11558,36S
4300,11559,36G
4301,11560,19G
4302,11561,4S
4303,11562,14G
4304,11563,11P
4305,11564,39B
4306,11565,6G
4307,11566,31S
4308,11567,1G
4309,11568,19S
4310,11569,58P
4311,11570,19P
4312,11571,55G
4313,11572,46P
4314,11573,48G
4315,11574,48P
4316,11575,3B
4317,11576,55S
4318,11577,33G
4319,11578,67G
4320,11580,2B
4321,11581,9S
4322,11582,15S
4323,11583,48G
4324,11584,53G
4325,11585,3P
4326,11586,51B
4327,11587,51B
4328,11589,14P
4329,11596,55B
4330,11597,15S
4331,11599,20P
4332,11600,53G
4333,11603,14P
4334,11605,7B
4335,11606,51B
4336,11607,1G
4337,11608,54B
4338,11609,3S
4339,11610,20G
4340,11611,2S
4341,11612,24G
4342,11613,51G
4343,11614,20P
4344,11616,39G
4345,11620,55P
4346,11623,14P
4347,11626,21G
4348,11635,39P
4349,11636,55B
4350,11637,2S
4351,11643,31G
4352,11644,6G
4353,11645,61S
4354,11648,41B
4355,11649,3S
4356,11650,15S
4357,11651,15S
4358,11652,40S
4359,11653,50S
4360,11655,51B
4361,11656,3S
4362,11657,14G
4363,11658,21P
4364,11659,16S
4365,11660,19S
4366,11662,12G
4367,11663,20S
4368,11664,12S
4369,11665,4B
4370,11666,15G
4371,11668,10P
4372,11674,55S
4373,11675,67S
4374,11676,38G
4375,11679,5G
4376,11680,55B
4377,11684,11S
4378,11687,25G
4379,11688,22G
4380,11689,39G
4381,11690,22G
4382,11692,39G
4383,11693,23G
4384,11695,12P
4385,11718,51B
4386,11719,51B
4387,11720,7B
4388,11721,51B
4389,11722,19S
4390,11723,67S
4391,11724,24S
4392,11725,49S
4393,11726,19S
4394,11727,19S
4395,11728,46S
4396,11729,53S
4397,11735,4G
4398,11739,2S
4399,11740,28P
4400,11741,39G
4401,11747,51S
4402,11748,55G
4403,11749,12P
4404,11752,20P
4405,11758,12G
4406,11759,31B
4407,11760,51B
4408,11761,2S
4409,11762,46S
4410,11764,11P
4411,11766,44G
4412,11767,23P
4413,11769,19G
4414,11771,51B
4415,11772,41B
4416,11773,56S
4417,11774,49G
4418,11778,23G
4419,11779,58G
4420,11780,14G
4421,11781,58G
4422,11784,51B
4423,11785,15S
4424,11792,4G
4425,11795,2B
4426,11796,26G
4427,11800,2B
4428,11805,37S
4429,11809,32B
4430,11810,2S
4431,11811,67S
4432,11812,37G
4433,11815,39B
4434,11816,32B
4435,11819,23S
4436,11822,2B
4437,11823,55P
4438,11826,2S
4439,11830,45S
4440,11834,4G
4441,11835,19G
4442,11861,21P
4443,11866,57S
4444,11867,48S
4445,11868,12P
4446,11869,12P
4447,11871,12P
4448,11874,31B
4449,11875,51S
4450,11876,52G
4451,11877,33G
4452,11880,12B
4453,11881,48G
4454,11883,19G
4455,11895,4S
4456,11896,4B
4457,11899,18S
4458,11900,58G
4459,11908,2B
4460,11909,44G
4461,11912,52G
4462,11916,2S
4463,11917,45G
4464,11918,15G
4465,11922,51B
4466,11923,11S
4467,11924,26G
4468,11931,15S
4469,11943,55B
4470,11944,51B
4471,11945,2B
4472,11946,54S
4473,11947,4S
4474,11948,41B
4475,11949,2B
4476,11950,11S
4477,11952,1G
4478,11954,51G
4479,11955,11S
4480,11956,16P
4481,11957,13G
4482,11962,21P
4483,11963,15G
4484,11964,1G
4485,11965,1G
4486,11966,4B
4487,11967,36G
4488,11968,33S
4489,11969,16S
4490,11970,55B
4491,11971,2S
4492,11972,11S
4493,11973,20S
4494,11974,4G
4495,11975,9G
4496,11976,4S
4497,11977,54S
4498,11978,2S
4499,11979,16G
4500,11983,19G
4501,11984,2G
4502,11985,19G
4503,11986,19G
4504,11993,33P
4505,11994,19P
4506,11995,14G
4507,11996,11G
4508,11997,16G
4509,11998,1G
4510,11999,31S
4511,12000,11S
4512,12001,11S
4513,12002,47G
4514,12003,20G
4515,12004,28G
4516,12005,46S
4517,12006,11G
4518,12007,46S
4519,12011,16P
4520,12012,0P
4521,12013,19G
4522,12014,12G
4523,12015,20G
4524,12018,5S
4525,12019,19G
4526,12020,4P
4527,12021,4S
4528,12024,52G
4529,12025,4G
4530,12026,19S
4531,12033,47S
4532,12034,57S
4533,12035,2S
4534,12036,4S
4535,12037,48S
4536,12038,48S
4537,12039,19S
4538,12040,3S
4539,12041,3G
4540,12042,32S
4541,12043,52S
4542,12044,11B
4543,12045,26G
4544,12046,55S
4545,12047,48G
4546,12048,16S
4547,12050,24S
4548,12051,24S
4549,12054,37S
4550,12055,37G
4551,12074,51B
4552,12075,53S
4553,12076,4S
4554,12077,4S
4555,12080,2S
4556,12081,57P
4557,12082,29G
4558,12083,29G
4559,12085,51B
4560,12086,51B
4561,12090,2B
4562,12094,2P
4563,12095,56G
4564,12099,20G
4565,12100,2G
4566,12101,47S
4567,12102,11G
4568,12103,19G
4569,12104,3P
4570,12105,19G
4571,12107,12G
4572,12109,54S
4573,12110,33S
4574,12111,6G
4575,12112,39G
4576,12115,2B
4577,12116,4G
4578,12121,11S
4579,12123,58G
4580,12139,2S
4581,12140,2S
4582,12143,61G
4583,12145,38G
4584,12147,52S
4585,12148,52S
4586,12149,3S
4587,12150,52G
4588,12151,11S
4589,12152,33G
4590,12153,42S
4591,12154,4G
4592,12155,55S
4593,12156,4G
4594,12157,6G
4595,12158,54G
4596,12160,33S
4597,12161,33G
4598,12162,65G
4599,12163,20G
4600,12166,41B
4601,12167,41B
4602,12168,33S
4603,12169,33G
4604,12170,4G
4605,12171,4P
4606,12172,6S
4607,12173,6P
4608,12174,51B
4609,12175,4S
4610,12176,4S
4611,12177,4S
4612,12178,31B
4613,12179,4S
4614,12180,19S
4615,12181,19S
4616,12190,24G
4617,12191,24G
4618,12192,58G
4619,12193,58G
4620,12194,55S
4621,12195,19G
4622,12198,38B
4623,12199,48G
4624,12204,47S
4625,12205,19P
4626,12208,2S
4627,12209,2S
4628,12220,11S
4629,12230,2S
4630,12234,54S
4631,12235,15S
4632,12236,10S
4633,12237,15S
4634,12242,4S
4635,12243,4S
4636,12254,11S
4637,12255,11S
4638,12256,37G
4639,12257,60G
4640,12259,2S
4641,12260,4S
4642,12261,4S
4643,12262,24G
4644,12263,56P
4645,12264,33G
4646,12265,52G
4647,12266,2S
4648,12267,2S
4649,12271,9G
4650,12274,51S
4651,12275,51S
4652,12276,2S
4653,12277,2S
4654,12278,4S
4655,12279,37G
4656,12280,54S
4657,12281,54S
4658,12287,56P
4659,12319,1S
4660,12320,30G
4661,12329,31S
4662,12330,4S
4663,12335,2S
4664,12336,2S
4665,12337,11G
4666,12338,11G
4667,12339,7S
4668,12340,4G
4669,12351,2B
4670,12352,2B
4671,12353,41B
4672,12354,11S
4673,12355,19S
4674,12356,11S
4675,12357,44P
4676,12376,15P
4677,12382,11S
4678,12383,24G
4679,12392,47G
4680,12394,38B
4681,12395,38S
4682,12396,11S
4683,12397,33G
4684,12400,51B
4685,12401,31S
4686,12402,15G
4687,12403,2S
4688,12404,2S
4689,12405,55G
4690,12407,11S
4691,12408,11S
4692,12415,33G
4693,12416,20P
4694,12425,2G
4695,12429,15G
4696,12430,15P
4697,12433,48P
4698,12435,22G
4699,12437,39S
4700,12438,39G
4701,12441,58G
4702,12442,58G
4703,12445,23G
4704,12447,7G
4705,12451,36G
4706,12455,33G
4707,12456,5P
4708,12467,1P
4709,12477,47S
4710,12478,33P
4711,12481,67G
4712,12483,31S
4713,12484,15G
4714,12487,22G
4715,12488,22G
4716,12491,2S
4717,12492,2S
4718,12493,11S
4719,12494,5G
4720,12495,39B
4721,12503,39B
4722,12504,39S
4723,12505,51S
4724,12506,9P
4725,12509,2B
4726,12510,2B
4727,12511,18S
4728,12512,18S
4729,12513,31S
4730,12514,4S
4731,12517,51B
4732,12518,51B
4733,12519,3S
4734,12520,3S
4735,12529,47G
4736,12530,26P
4737,12531,2S
4738,12532,2S
4739,12533,14S
4740,12534,14G
4741,12535,2S
4742,12536,2G
4743,12537,11S
4744,12538,15S
4745,12539,11B
4746,12540,11B
4747,12541,11S
4748,12542,11S
4749,12557,48G
4750,12561,2P
4751,12567,2S
4752,12568,35P
4753,12571,11B
4754,12572,11B
4755,12573,11S
4756,12574,4G
4757,12581,48S
4758,12582,48P
4759,12589,41S
4760,12590,4S
4761,12591,39S
4762,12592,39S
4763,12593,2G
4764,12594,41G
4765,12595,2B
4766,12596,2B
4767,12603,11B
4768,12604,11B
