,pId,category
7877,20221,33G
7878,20222,4S
7879,20223,36G
7880,20224,2B
7881,20225,2B
7882,20232,2B
7883,20233,4B
7884,20234,6P
7885,20235,33S
7886,20237,4G
7887,20240,31B
7888,20244,54S
7889,20245,52G
7890,20246,56S
7891,20247,2S
7892,20249,65G
7893,20253,33G
7894,20255,48P
7895,20256,31S
7896,20257,41S
7897,20263,28P
7898,20264,14P
7899,20268,2B
7900,20270,24G
7901,20271,17G
7902,20276,48G
7903,20277,2S
7904,20281,2S
7905,20282,16B
7906,20287,51G
7907,20291,61S
7908,20292,26G
7909,20293,20G
7910,20296,39P
7911,20299,2B
7912,20300,15S
7913,20301,57S
7914,20302,22G
7915,20303,28G
7916,20304,1P
7917,20305,48P
7918,20309,6S
7919,20310,33S
7920,20311,15G
7921,20312,4S
7922,20313,58G
7923,20327,2G
7924,20330,56P
7925,20331,33G
7926,20332,41B
7927,20333,24G
7928,20334,58P
7929,20335,14G
7930,20336,51B
7931,20337,56P
7932,20338,31S
7933,20341,2B
7934,20350,51B
7935,20352,4B
7936,20353,4B
7937,20354,19G
7938,20355,51B
7939,20359,39B
7940,20360,55B
7941,20361,2B
7942,20362,51B
7943,20363,30S
7944,20364,37S
7945,20365,33S
7946,20366,12G
7947,20367,19G
7948,20374,7B
7949,20376,61S
7950,20377,41B
7951,20378,41S
7952,20379,41S
7953,20380,32S
7954,20381,51S
7955,20382,32S
7956,20384,11S
7957,20385,51S
7958,20386,2B
7959,20387,36P
7960,20388,51S
7961,20390,14G
7962,20410,11B
7963,20411,31S
7964,20412,39G
7965,20413,33S
7966,20414,19G
7967,20415,19P
7968,20416,2S
7969,20417,2S
7970,20419,1G
7971,20420,1G
7972,20422,51S
7973,20423,51G
7974,20425,9G
7975,20436,2S
7976,20437,63G
7977,20438,55S
7978,20439,43G
7979,20440,16G
7980,20442,12G
7981,20443,48G
7982,20444,4G
7983,20445,14P
7984,20493,2S
7985,20494,7B
7986,20495,20S
7987,20496,1G
7988,20497,24G
7989,20499,4B
7990,20500,48G
7991,20502,54S
7992,20504,14P
7993,20505,52G
7994,20506,60P
7995,20518,19S
7996,20528,3B
7997,20529,31S
7998,20530,35G
7999,20531,48P
8000,20532,49P
8001,20540,51B
8002,20541,61P
8003,20542,19G
8004,20543,33G
8005,20544,19G
8006,20546,2B
8007,20547,61P
8008,20548,31S
8009,20549,58G
8010,20551,40S
8011,20553,33G
8012,20555,19G
8013,20565,30S
8014,20567,16S
8015,20568,15S
8016,20569,30S
8017,20571,2B
8018,20572,4G
8019,20574,2B
8020,20575,32B
8021,20602,2S
8022,20626,11S
8023,20627,50S
8024,20638,33G
8025,20647,49G
8026,20648,21P
8027,20649,54P
8028,20650,62B
8029,20651,11B
8030,20652,54G
8031,20653,39P
8032,20660,11B
8033,20661,22G
8034,20664,58G
8035,20665,2G
8036,20666,5G
8037,20667,19G
8038,20668,58G
8039,20669,23P
8040,20673,2B
8041,20674,4B
8042,20675,42G
8043,20677,1G
8044,20680,2S
8045,20682,15S
8046,20687,39P
8047,20690,56G
8048,20691,21P
8049,20698,54S
8050,20699,9P
8051,20703,65S
8052,20709,51B
8053,20711,19G
8054,20721,2B
8055,20733,51B
8056,20735,3B
8057,20736,2B
8058,20737,12B
8059,20738,4S
8060,20743,31B
8061,20750,54S
8062,20751,41B
8063,20757,28G
8064,20766,51B
8065,20777,33G
8066,20811,55B
8067,20812,30S
8068,20817,51B
8069,20818,51S
8070,20833,4B
8071,20839,2B
8072,20840,2B
8073,20841,28S
8074,20842,1G
8075,20856,33S
8076,20861,2S
8077,20867,4B
8078,20868,4S
8079,20870,1P
8080,20871,11G
8081,20877,41B
8082,20878,4P
8083,20879,19G
8084,20901,62S
8085,20902,19G
8086,20903,56G
8087,20906,2B
8088,20907,57G
8089,20909,56P
8090,20911,33G
8091,20912,19P
8092,20913,56S
8093,20914,2S
8094,20915,31S
8095,20916,26S
8096,20917,20G
8097,20918,19P
8098,20920,40S
8099,20921,33S
8100,20922,12S
8101,20923,57S
8102,20924,49G
8103,20925,19G
8104,20926,58G
8105,20927,47G
8106,20928,33G
8107,20929,20G
8108,20930,0P
8109,20931,37P
8110,20932,48P
8111,20933,21P
8112,20936,57P
8113,20937,33S
8114,20938,48P
8115,20941,56P
8116,20943,45G
8117,20944,3B
8118,20946,50G
8119,20947,6G
8120,20949,15S
8121,20950,47S
8122,20951,44G
8123,20952,4G
8124,20953,4B
8125,20954,4S
8126,20955,28G
8127,20956,40G
8128,20957,48G
8129,20958,50P
8130,20959,3B
8131,20960,13G
8132,20968,58P
8133,20970,9G
8134,20971,16G
8135,20972,33G
8136,20973,3B
8137,20974,30S
8138,20975,52S
8139,20976,2B
8140,20977,54B
8141,20978,2B
8142,20979,57G
8143,20980,68P
8144,20984,16G
8145,20990,37P
8146,21000,4P
8147,21001,51S
8148,21004,39P
8149,21009,11B
8150,21013,4P
8151,21014,3S
8152,21016,21P
8153,21021,33S
8154,21022,2B
8155,21023,19P
8156,21027,4S
8157,21030,3S
8158,21032,30S
8159,21034,23P
8160,21035,2B
8161,21036,5P
8162,21040,20G
8163,21041,11S
8164,21043,14G
8165,21044,3B
8166,21047,4S
8167,21049,5S
8168,21050,60G
8169,21053,19G
8170,21056,30G
8171,21057,33P
8172,21059,3B
8173,21068,5G
8174,21069,39G
8175,21081,4G
8176,21094,23G
8177,21098,50G
8178,21099,4P
8179,21101,19P
8180,21104,45P
8181,21105,4B
8182,21114,34G
8183,21125,52P
8184,21127,4S
8185,21128,10G
8186,21131,39P
8187,21134,11G
8188,21135,19G
8189,21136,21P
8190,21138,13G
8191,21139,67S
8192,21142,44G
8193,21143,51B
8194,21144,51B
8195,21146,30B
8196,21147,38G
8197,21149,45S
8198,21150,8G
8199,21152,29S
8200,21154,32S
8201,21156,57B
8202,21159,2G
8203,21167,4B
8204,21168,37G
8205,21176,41B
8206,21177,54S
8207,21178,33P
8208,21180,31B
8209,21181,11S
8210,21185,39B
8211,21187,20S
8212,21188,52G
8213,21189,1S
8214,21191,2B
8215,21193,64P
8216,21194,15S
8217,21195,33G
8218,21196,19G
8219,21197,41B
8220,21198,32S
8221,21200,2B
8222,21201,17P
8223,21202,59G
8224,21203,62S
8225,21205,32B
8226,21207,55B
8227,21208,61S
8228,21210,28P
8229,21211,58G
8230,21212,41B
8231,21221,2S
8232,21222,61G
8233,21232,64G
8234,21233,15G
8235,21234,19P
8236,21235,32S
8237,21236,6S
8238,21237,6G
8239,21257,4G
8240,21262,39G
8241,21275,31S
8242,21276,40G
8243,21277,11G
8244,21278,10G
8245,21279,21P
8246,21280,2B
8247,21285,51B
8248,21287,51B
8249,21292,7G
8250,21301,4B
8251,21304,38S
8252,21307,54S
8253,21309,2B
8254,21310,53G
8255,21312,41B
8256,21313,33B
8257,21314,33S
8258,21315,2G
8259,21317,47S
8260,21318,16S
8261,21319,20G
8262,21320,60G
8263,21321,43G
8264,21322,41P
8265,21324,2B
8266,21325,49S
8267,21327,19P
8268,21328,36G
8269,21331,5G
8270,21333,26P
8271,21335,4B
8272,21336,11G
8273,21339,4B
8274,21340,39P
8275,21344,15S
8276,21347,51B
8277,21348,17G
8278,21354,41B
8279,21355,51B
8280,21356,30S
8281,21357,4G
8282,21358,20G
8283,21360,51B
8284,21361,2S
8285,21363,16G
8286,21364,19G
8287,21365,3G
8288,21375,19G
8289,21394,2B
8290,21395,50S
8291,21396,26S
8292,21397,55G
8293,21398,19P
8294,21399,5P
8295,21409,2S
8296,21410,30S
8297,21412,65B
8298,21417,57S
8299,21419,12S
8300,21420,2B
8301,21425,1G
8302,21426,31G
8303,21427,51S
8304,21428,52G
8305,21431,19S
8306,21438,19P
8307,21530,6B
8308,21531,19G
8309,21553,6B
8310,21554,56S
8311,21555,19S
8312,21556,20G
8313,21557,33S
8314,21558,39S
8315,21559,12P
8316,21566,56P
8317,21567,41B
8318,21569,4B
8319,21573,51B
8320,21585,19G
8321,21590,24G
8322,21591,41B
8323,21592,3S
8324,21598,2B
8325,21599,15S
8326,21600,19S
8327,21601,41G
8328,21603,2B
8329,21604,56B
8330,21605,56S
8331,21606,49G
8332,21608,2S
8333,21609,36G
8334,21610,2G
8335,21611,2G
8336,21612,41B
8337,21613,51B
8338,21614,41B
8339,21615,33G
8340,21616,4S
8341,21617,4B
8342,21621,48G
8343,21623,2B
8344,21626,10G
8345,21629,9S
8346,21631,55B
8347,21633,41B
8348,21635,33P
8349,21636,48G
8350,21637,10P
8351,21638,2B
8352,21641,12P
8353,21645,4B
8354,21649,4B
8355,21695,17G
8356,21706,19P
8357,21734,51B
8358,21735,47S
8359,21736,24S
8360,21737,51S
8361,21738,49G
8362,21739,48G
8363,21744,4P
8364,21748,62S
8365,21749,51B
8366,21751,33G
8367,21753,39G
8368,21754,33G
8369,21756,41B
8370,21757,19G
8371,21758,33S
8372,21760,52B
8373,21761,62G
8374,21762,33P
8375,21763,56S
8376,21764,52S
8377,21765,62G
8378,21771,3B
8379,21772,47G
8380,21773,5G
8381,21774,51G
8382,21775,57G
8383,21776,47G
8384,21777,33G
8385,21778,5P
8386,21779,43P
8387,21818,55P
8388,21819,20G
8389,21820,20G
8390,21821,51S
8391,21822,33G
8392,21829,6P
8393,21837,29S
8394,21841,52B
8395,21842,20G
8396,21854,23S
8397,21855,67S
8398,21866,2B
8399,21867,51B
8400,21868,4S
8401,21869,56S
8402,21870,65G
8403,21871,4G
8404,21872,52P
8405,21873,56G
8406,21874,4G
8407,21882,60G
8408,21895,51B
8409,21898,56G
8410,21906,12P
8411,21909,48G
8412,21917,14S
8413,21918,2B
8414,21919,22S
8415,21920,65S
8416,21921,63S
8417,21922,36G
8418,21923,19G
8419,21924,14G
8420,21925,19G
8421,21926,33G
8422,21927,19G
8423,21935,9G
8424,21937,9S
8425,21938,24S
8426,21939,5G
8427,21940,14G
8428,21941,19G
8429,21942,61G
8430,21943,33G
8431,21944,26G
8432,21945,55B
8433,21955,3B
8434,21956,18G
8435,21959,52S
8436,21960,6G
8437,21964,3B
8438,21965,2B
8439,21966,51S
8440,21967,11S
8441,21968,39S
8442,21972,17P
8443,21979,7S
8444,21980,45S
8445,21981,39P
8446,21982,33G
8447,21983,4B
8448,21984,19P
8449,21991,49P
8450,21995,2G
8451,22007,39S
8452,22015,41B
8453,22016,51B
8454,22017,16S
8455,22018,20G
8456,22019,58G
8457,22021,4P
8458,22022,1G
8459,22034,31S
8460,22035,56S
8461,22036,12G
8462,22037,38S
8463,22046,33G
8464,22071,15S
8465,22076,17B
8466,22093,41B
8467,22098,12B
8468,22099,50S
8469,22100,56G
8470,22101,19G
8471,22103,31B
8472,22108,2B
8473,22113,2B
8474,22114,19S
8475,22115,19G
8476,22116,10G
8477,22123,41B
8478,22150,55B
8479,22151,12B
8480,22155,2B
8481,22160,12B
8482,22168,12P
8483,22182,4B
8484,22217,39S
8485,22221,39B
8486,22223,31S
8487,22224,31S
8488,22225,39G
8489,22226,31S
8490,22227,31S
8491,22228,39S
8492,22229,27G
8493,22230,31G
8494,22231,27G
8495,22232,15S
8496,22233,61S
8497,22234,57G
8498,22235,19G
8499,22236,48G
8500,22237,42P
8501,22238,62G
8502,22239,66G
8503,22242,3S
8504,22243,2S
8505,22244,51B
8506,22246,54S
8507,22251,11G
8508,22252,26G
8509,22253,34G
8510,22254,5G
8511,22255,58G
8512,22256,15S
8513,22259,55G
8514,22266,33G
8515,22267,5G
8516,22268,40P
8517,22273,17P
8518,22274,20P
8519,22275,31G
8520,22277,7B
8521,22279,4B
8522,22282,46S
8523,22290,65S
8524,22291,50S
8525,22292,4S
8526,22293,39S
8527,22294,31G
8528,22295,41G
8529,22296,31G
8530,22301,7S
8531,22311,56G
8532,22312,6S
8533,22313,56S
8534,22314,56G
8535,22327,22G
8536,22329,14P
8537,22341,41B
8538,22342,19S
8539,22343,18G
8540,22345,62G
8541,22348,19P
8542,22351,51S
8543,22352,24G
8544,22353,55S
8545,22357,50P
8546,22358,44G
8547,22361,2B
8548,22362,35G
8549,22369,63S
8550,22380,41B
8551,22381,4S
8552,22388,2B
8553,22389,55B
8554,22390,18G
8555,22392,14G
8556,22396,4B
8557,22397,51S
8558,22400,19G
8559,22403,18B
8560,22404,41B
8561,22405,51G
8562,22410,65S
8563,22411,4S
8564,22412,3G
8565,22413,1P
8566,22421,11B
8567,22422,3S
8568,22428,2S
8569,22429,49S
8570,22430,18G
8571,22435,16G
8572,22436,5G
8573,22442,19G
8574,22443,1G
8575,22445,39G
8576,22448,18G
8577,22449,3P
8578,22454,11S
8579,22455,54S
8580,22461,41S
8581,22463,20P
8582,22468,21P
8583,22477,61B
8584,22479,12G
8585,22484,1G
8586,22498,19G
8587,22500,19P
8588,22502,33G
8589,22503,2G
8590,22504,11S
8591,22505,53G
8592,22507,38G
8593,22514,12G
8594,22515,2G
8595,22516,19P
8596,22524,51B
8597,22525,1G
8598,22526,43G
8599,22533,1P
8600,22541,31B
8601,22542,55S
8602,22543,19G
8603,22548,4S
8604,22549,11S
8605,22550,24G
8606,22558,2G
8607,22567,2G
8608,22578,19G
8609,22592,62G
8610,22595,33G
8611,22608,41S
8612,22609,22S
8613,22610,44G
8614,22611,26G
8615,22612,24G
8616,22614,54S
8617,22615,11G
8618,22624,31S
8619,22625,19G
8620,22653,15S
8621,22656,55B
8622,22657,15S
8623,22659,58G
8624,22665,19G
8625,22680,11B
8626,22681,15S
8627,22682,24G
8628,22683,52S
8629,22686,51B
8630,22693,39G
8631,22727,2S
8632,22728,2S
8633,22729,14G
8634,22730,62P
8635,22732,58G
8636,22764,51B
8637,22765,33S
8638,22769,19P
8639,22793,55S
8640,22810,2B
8641,22811,11S
8642,22812,19S
8643,22813,14G
8644,22820,11S
8645,22839,19G
8646,22843,12P
8647,22846,12G
8648,22856,49G
8649,22857,11S
8650,22858,2S
8651,22859,51G
8652,22860,8G
8653,22861,8G
8654,22862,12S
8655,22863,17G
8656,22864,41B
8657,22865,58G
8658,22866,13G
8659,22867,3G
8660,22868,1G
8661,22869,19S
8662,22870,9P
8663,22871,20S
8664,22876,21P
8665,22880,52G
8666,22885,54B
8667,22886,19G
8668,22887,56G
8669,22890,33G
8670,22894,33G
8671,22896,30G
8672,22899,5G
8673,22910,22G
8674,22924,9P
8675,22925,19G
8676,22927,13G
8677,22931,44G
8678,22933,44P
8679,22934,2S
8680,22935,55S
8681,22936,16G
8682,22937,7S
8683,22938,4B
8684,22939,11G
8685,22940,4G
8686,22941,4S
8687,22942,13G
8688,22943,22S
8689,22944,47G
8690,22945,46G
8691,22946,49G
8692,22947,14G
8693,22948,49G
8694,22949,36G
8695,22950,39B
8696,22951,2S
8697,22952,39S
8698,22953,47G
8699,22954,28G
8700,22955,58G
8701,22956,0G
8702,22957,48P
8703,22958,6G
8704,22959,21P
8705,22963,19G
8706,22964,4G
8707,22965,6G
8708,22966,2B
8709,22967,56G
8710,22968,19G
8711,22969,49P
8712,22970,11S
8713,22971,19S
8714,22973,4S
8715,22981,15G
8716,22983,19G
8717,22984,48S
8718,22985,19G
8719,22986,4B
8720,22988,15G
8721,22991,40P
8722,22993,15S
8723,22994,27S
8724,22995,4G
8725,22996,28G
8726,22999,33B
8727,23000,55G
8728,23001,59G
8729,23003,51B
8730,23004,19G
8731,23005,50P
8732,23007,52G
8733,23008,39G
8734,23009,48P
8735,23011,45S
8736,23012,5G
8737,23015,15G
8738,23019,54G
8739,23021,52P
8740,23022,5G
8741,23024,21P
8742,23026,55P
8743,23027,51B
8744,23028,33S
8745,23029,19S
8746,23030,58G
8747,23031,2G
8748,23032,20G
8749,23033,58G
8750,23034,1P
8751,23035,15P
8752,23036,21P
8753,23037,4B
8754,23038,2S
8755,23039,14G
8756,23040,28G
8757,23041,65P
8758,23042,30G
8759,23044,1P
8760,23048,22G
8761,23055,2B
8762,23056,3S
8763,23057,69S
8764,23058,67G
8765,23059,17G
8766,23060,9P
8767,23061,19G
8768,23062,39P
8769,23074,39G
8770,23075,4G
8771,23076,48S
8772,23077,5G
8773,23080,51B
8774,23081,11S
8775,23082,55S
8776,23083,19G
8777,23084,63G
8778,23085,1G
8779,23086,10G
8780,23087,58G
8781,23088,5G
8782,23089,60P
8783,23090,5G
8784,23097,16G
8785,23103,41B
8786,23104,16G
8787,23105,56G
8788,23116,56G
8789,23120,14P
8790,23128,39G
8791,23142,13P
8792,23175,2B
8793,23178,26G
8794,23192,4P
8795,23196,16G
8796,23207,51B
8797,23222,47G
8798,23235,2B
8799,23237,10G
8800,23239,4G
8801,23242,48G
8802,23245,21P
8803,23246,15S
8804,23247,11S
8805,23248,33P
8806,23250,53G
8807,23251,4B
8808,23253,18S
8809,23254,5G
8810,23255,33G
8811,23256,19G
8812,23257,19G
8813,23258,44G
8814,23259,67G
8815,23265,4G
8816,23268,1G
8817,23271,4G
8818,23274,4B
8819,23275,2B
8820,23276,65B
8821,23278,62B
8822,23279,15S
8823,23280,19G
8824,23281,12P
8825,23284,13S
8826,23285,37G
8827,23286,44G
8828,23288,36G
8829,23289,2P
8830,23290,2G
8831,23291,2P
8832,23292,41B
8833,23293,57S
8834,23294,57G
8835,23295,16G
8836,23296,9G
8837,23300,57S
8838,23301,11S
8839,23302,68G
8840,23303,51B
8841,23304,3S
8842,23305,33S
8843,23306,6S
8844,23307,2G
8845,23309,57G
8846,23310,65G
8847,23311,19P
8848,23312,37G
8849,23313,21P
8850,23316,4G
8851,23317,48G
8852,23318,47G
8853,23320,55B
8854,23321,51B
8855,23322,33S
8856,23323,30S
8857,23324,28G
8858,23325,19G
8859,23326,26G
8860,23327,4G
8861,23328,3G
8862,23329,58P
8863,23330,62S
8864,23331,20P
8865,23333,53G
8866,23334,51B
8867,23335,39S
8868,23336,21P
8869,23337,48S
8870,23338,4G
8871,23340,60P
8872,23343,32B
8873,23345,18G
8874,23348,41B
8875,23349,61S
8876,23350,57S
8877,23351,2S
8878,23352,1G
8879,23353,19G
8880,23354,58G
8881,23355,37P
8882,23358,19G
8883,23360,50P
8884,23363,56P
8885,23364,39G
8886,23365,30S
8887,23366,58G
8888,23367,51B
8889,23369,33S
8890,23370,51S
8891,23371,2B
8892,23372,20S
8893,23373,12G
8894,23374,45G
8895,23375,12B
8896,23376,5G
8897,23377,43P
8898,23378,19G
8899,23379,48G
8900,23380,40S
8901,23383,62S
8902,23385,4G
8903,23389,39G
8904,23391,57S
8905,23393,48P
8906,23394,15S
8907,23397,2B
8908,23399,35G
8909,23401,2B
8910,23402,19G
8911,23410,42S
8912,23450,6S
8913,23483,4S
8914,23498,65P
8915,23499,31G
8916,23506,15G
8917,23516,3S
8918,23518,39G
8919,23530,4B
8920,23534,7S
8921,23555,4G
8922,23559,5G
8923,23560,48S
8924,23561,15S
8925,23562,11G
8926,23563,58G
8927,23564,56G
8928,23567,12G
8929,23568,57S
8930,23578,5P
8931,23585,33S
8932,23595,4S
8933,23615,55S
8934,23627,51B
8935,23628,2B
8936,23629,51G
8937,23630,6S
8938,23631,4S
8939,23632,14G
8940,23633,50G
8941,23634,28P
8942,23635,20G
8943,23654,4S
8944,23656,20S
8945,23687,2B
8946,23688,0G
8947,23716,51B
8948,23717,3S
8949,23718,2P
8950,23721,16G
8951,23722,41B
8952,23723,41S
8953,23730,33S
8954,23731,55S
8955,23732,52G
8956,23733,19G
8957,23734,34P
8958,23738,51B
8959,23739,55B
8960,23740,15G
8961,23741,1G
8962,23742,15G
8963,23743,14G
8964,23746,51B
8965,23747,36G
8966,23748,19G
8967,23749,1G
8968,23752,23P
8969,23754,44P
8970,23756,55B
8971,23757,5S
8972,23758,15S
8973,23759,19G
8974,23760,21P
8975,23761,6S
8976,23762,15G
8977,23767,32S
8978,23770,4G
8979,23776,2S
8980,23777,45S
8981,23779,50S
8982,23780,58G
8983,23782,39S
8984,23783,13G
8985,23784,4B
8986,23785,30S
8987,23786,42G
8988,23787,51B
8989,23788,23G
8990,23790,59P
8991,23791,20G
8992,23792,20G
8993,23793,58G
8994,23794,2B
8995,23795,41B
8996,23796,2G
8997,23797,33S
8998,23801,58G
8999,23802,2B
9000,23803,2B
9001,23804,2B
9002,23805,2B
9003,23806,2B
9004,23807,58G
9005,23808,2B
9006,23809,2B
9007,23810,2B
9008,23811,2B
9009,23812,2B
9010,23813,32B
9011,23814,4S
9012,23815,19G
9013,23816,19G
9014,23817,1G
9015,23818,35G
9016,23819,23G
9017,23820,39G
9018,23821,1P
9019,23823,4S
9020,23825,4B
9021,23826,11S
9022,23827,4S
9023,23828,48G
9024,23829,20G
9025,23830,20G
9026,23831,19G
9027,23832,39G
9028,23833,21P
9029,23835,49G
9030,23840,44P
9031,23841,51B
9032,23842,11S
9033,23843,5G
9034,23844,37G
9035,23845,33G
9036,23846,48G
9037,23847,14G
9038,23848,31G
9039,23854,30B
9040,23855,13G
9041,23856,20G
9042,23859,33B
9043,23876,28P
9044,23877,52G
9045,23878,52G
9046,23879,33G
9047,23880,11G
9048,23881,54B
9049,23882,54B
9050,23883,40G
9051,23884,40G
9052,23885,6B
9053,23886,51B
9054,23887,34G
9055,23888,65S
9056,23889,15S
9057,23890,4G
9058,23891,19G
9059,23892,7G
9060,23893,4P
9061,23895,15S
9062,23896,19G
9063,23897,20G
9064,23899,54B
9065,23900,40G
9066,23901,2B
9067,23905,51B
9068,23906,14G
9069,23909,2B
9070,23910,19S
9071,23913,2B
9072,23925,4B
9073,23926,4G
9074,23930,1P
9075,23932,3S
9076,23933,15P
9077,23947,39S
9078,23948,30G
9079,23950,57G
9080,23953,30G
9081,23968,54B
9082,23969,54B
9083,23970,6G
9084,23971,4B
9085,23972,4B
9086,23973,11S
9087,23974,12G
9088,23975,28P
9089,23976,19G
9090,23977,65S
9091,23978,4G
9092,23987,6G
9093,23989,52S
9094,23992,52G
9095,23995,32G
9096,24005,19S
9097,24009,23S
9098,24023,33G
9099,24024,58P
9100,24025,33G
9101,24033,39P
9102,24035,54S
9103,24039,50S
9104,24040,39S
9105,24041,15G
9106,24042,58G
9107,24046,6P
9108,24047,6P
9109,24048,6P
9110,24049,2B
9111,24050,39P
9112,24051,54B
9113,24052,54B
9114,24053,6G
9115,24054,21P
9116,24055,21P
9117,24056,6G
9118,24057,65S
9119,24058,39G
9120,24059,23G
9121,24060,54S
9122,24061,54S
9123,24062,6S
9124,24064,4S
9125,24065,52S
9126,24072,2B
9127,24073,3B
9128,24074,2B
9129,24075,41B
9130,24076,51B
9131,24077,11B
9132,24079,4B
9133,24080,51B
9134,24081,11B
9135,24083,4B
9136,24084,51B
9137,24085,2B
9138,24087,4B
9139,24088,51B
9140,24089,2B
9141,24090,54S
9142,24091,54S
9143,24092,6S
9144,24110,53S
9145,24112,20G
9146,24114,61G
9147,24123,2S
9148,24139,60G
9149,24145,17S
9150,24146,65G
9151,24155,54S
9152,24156,25S
9153,24157,16S
9154,24158,19S
9155,24159,23S
9156,24164,35S
9157,24171,65G
9158,24173,54S
9159,24174,54S
9160,24175,2B
9161,24176,4B
9162,24177,47G
9163,24184,51B
9164,24189,4B
9165,24190,45S
9166,24219,11B
9167,24220,51S
9168,24221,51S
9169,24222,61G
9170,24223,61G
9171,24224,61G
9172,24225,61G
9173,24226,61G
9174,24227,61G
9175,24228,4S
9176,24229,33G
9177,24230,49G
9178,24231,19G
9179,24232,34G
9180,24234,17P
9181,24237,24S
9182,24239,12S
9183,24240,58G
9184,24241,13G
9185,24243,51B
9186,24244,63G
9187,24245,61S
9188,24246,2B
9189,24247,30S
9190,24248,19G
9191,24249,36P
9192,24259,56S
9193,24263,2B
9194,24264,2B
9195,24265,41B
9196,24266,41B
9197,24267,41B
9198,24268,31S
9199,24269,56G
9200,24270,52G
9201,24285,12G
9202,24290,17G
9203,24291,41S
9204,24292,22G
9205,24293,41S
9206,24294,4B
9207,24295,41B
9208,24296,41B
9209,24299,32S
9210,24300,62S
9211,24301,65S
9212,24302,41B
9213,24303,41B
9214,24304,32B
9215,24305,21P
9216,24306,31S
9217,24307,4S
9218,24308,11S
9219,24310,4B
9220,24311,4B
9221,24312,31B
9222,24313,4S
9223,24314,4S
9224,24315,4S
9225,24326,22P
9226,24327,21P
9227,24329,20S
9228,24331,40S
9229,24332,51S
9230,24333,31B
9231,24334,31B
9232,24335,41B
9233,24336,51S
9234,24337,33G
9235,24338,35P
9236,24339,8G
9237,24343,19G
9238,24344,2S
9239,24345,20S
9240,24346,3B
9241,24347,11B
9242,24348,31B
9243,24349,4B
9244,24350,52B
9245,24351,19G
9246,24352,46G
9247,24353,41B
9248,24354,22S
9249,24355,3P
9250,24356,4B
9251,24357,2B
9252,24358,41B
9253,24359,7S
9254,24363,11G
9255,24364,4S
9256,24365,4B
9257,24366,4B
9258,24367,11B
9259,24368,4S
9260,24369,4S
9261,24370,4S
9262,24371,52S
9263,24374,32B
9264,24375,51B
9265,24376,32B
9266,24377,2B
9267,24378,4B
9268,24379,33B
9269,24383,51B
9270,24384,32B
9271,24385,47S
9272,24386,2B
9273,24387,31B
9274,24388,4B
9275,24389,4B
9276,24390,1S
9277,24391,28G
9278,24392,19S
9279,24393,57S
9280,24394,4G
9281,24395,19G
9282,24396,64G
9283,24398,2S
9284,24399,2S
9285,24400,6G
9286,24403,65G
9287,24405,51B
9288,24406,19P
9289,24407,2S
9290,24408,4B
9291,24409,8G
9292,24410,56G
9293,24411,26S
9294,24413,67S
9295,24415,41P
9296,24416,48B
9297,24417,23S
9298,24418,48S
9299,24419,48S
9300,24420,2B
9301,24421,41B
9302,24422,16S
9303,24423,40G
9304,24424,26G
9305,24425,58P
9306,24426,19G
9307,24427,19G
9308,24428,19G
9309,24429,19G
9310,24430,19G
9311,24439,1G
9312,24440,19P
9313,24441,21P
9314,24443,2G
9315,24444,1S
9316,24445,1S
9317,24446,1S
9318,24447,1S
9319,24448,18S
9320,24449,1S
9321,24450,11G
9322,24451,19G
9323,24453,12G
9324,24455,4P
9325,24456,50G
9326,24457,15P
9327,24459,34G
9328,24460,53S
9329,24461,14G
9330,24462,65G
9331,24463,24S
9332,24464,19S
9333,24465,54S
9334,24466,48G
9335,24467,2S
9336,24468,2S
9337,24469,15S
9338,24470,44G
9339,24474,16S
9340,24475,30P
9341,24479,9S
9342,24480,9S
9343,24481,9S
9344,24482,9S
9345,24483,9S
9346,24484,9S
9347,24491,6P
9348,24492,13G
9349,24494,51S
9350,24495,31S
9351,24496,30G
9352,24497,9P
9353,24498,33S
9354,24499,63S
9355,24500,4S
9356,24501,19G
9357,24502,33G
9358,24503,25P
9359,24505,21P
9360,24508,15S
9361,24509,54S
9362,24510,51B
9363,24511,13S
9364,24512,47S
9365,24513,36G
9366,24514,4G
9367,24515,58P
9368,24516,4S
9369,24517,43P
9370,24518,39P
9371,24519,43P
9372,24520,37P
9373,24523,57S
9374,24524,33G
9375,24525,19G
9376,24526,44G
9377,24527,4G
9378,24528,19P
9379,24529,19P
9380,24533,4S
9381,24535,11P
9382,24536,12P
9383,24537,65G
9384,24538,16G
9385,24539,9P
9386,24542,10S
9387,24544,41B
9388,24545,34P
9389,24548,16G
9390,24551,4G
9391,24552,16G
9392,24553,12G
9393,24555,19G
9394,24556,60G
9395,24561,7S
9396,24563,33G
9397,24564,21P
9398,24565,1P
9399,24566,54G
9400,24569,41B
9401,24570,3S
9402,24571,61S
9403,24573,31B
9404,24577,32B
9405,24578,55B
9406,24579,4G
9407,24580,4S
9408,24582,19G
9409,24583,19P
9410,24584,22S
9411,24585,19G
9412,24586,11S
9413,24588,1P
9414,24589,2S
9415,24590,4P
9416,24591,33P
9417,24595,33S
9418,24596,19P
9419,24597,3G
9420,24600,46G
9421,24601,20G
9422,24602,37G
9423,24603,4B
9424,24604,43G
9425,24605,51S
9426,24606,52B
9427,24608,7B
9428,24609,41B
9429,24610,2B
9430,24616,14P
